scenario,adoption_rate,efficiency_a,average_speed,total_travel_time,total_energy_electric_mean,total_carbon_electric_mean,total_energy_gasoline_mean,total_carbon_gasoline_mean,E_electric_mean,E_drive_av_mean,E_compute_mean,E_v2x_mean,E_data_center_mean,E_RSU_mean,total_energy_electric_ci_lower,total_energy_electric_ci_upper,total_carbon_electric_ci_lower,total_carbon_electric_ci_upper,total_energy_gasoline_ci_lower,total_energy_gasoline_ci_upper,total_carbon_gasoline_ci_lower,total_carbon_gasoline_ci_upper,E_electric_ci_lower,E_electric_ci_upper,E_drive_av_ci_lower,E_drive_av_ci_upper,E_compute_ci_lower,E_compute_ci_upper,E_v2x_ci_lower,E_v2x_ci_upper,E_data_center_ci_lower,E_data_center_ci_upper,gasoline,electric,autonomous
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10526141888.383091,5271389422.192571,2252852474.111871,5226617739.93954,142260853.9301976,2690518127.8078966,1641962323.9553797,3280431.0910345674,6035993207.503604,2931025.92,9623358159.1527,11390459386.523813,4812436891.157399,5732196217.163303,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137512009.72972503,147138225.13207474,2447639631.0444684,2939593674.299705,1538557584.1899173,1748492873.8343945,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10512162208.039688,5270262378.907811,2252852474.111871,5226617739.93954,142283663.7553534,2687907347.472532,1638866525.6713145,3280431.0910345674,6035993207.503604,2931025.92,9699945754.413523,11327079168.057833,4842745333.208234,5719376749.026948,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137647575.3021195,147156789.49680367,2471846205.2208905,2920953222.987519,1527099200.498113,1747614759.0118618,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10493646756.67334,5252248788.797785,2252852474.111871,5226617739.93954,142410918.7694366,2683732362.1293507,1642745590.7633128,3280431.0910345674,6035993207.503604,2931025.92,9672464431.361406,11364853967.462996,4815235927.078948,5715412217.149404,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137423774.47752392,147220326.1863637,2467264802.8002915,2922026438.4744277,1535563749.7895505,1749845480.1550455,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10503979938.739162,5262350339.276388,2252852474.111871,5226617739.93954,142329133.45384163,2686466492.6278133,1638966714.2075343,3280431.0910345674,6035993207.503604,2931025.92,9648276969.270342,11394833654.25439,4824204396.655472,5737840086.532674,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137928324.63772807,147040944.24511808,2459364216.866505,2930440526.4315968,1537186292.167774,1744678022.4272306,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10533312526.832415,5271564546.171508,2252852474.111871,5226617739.93954,142393243.1306546,2693711653.76666,1643265040.3489876,3280431.0910345674,6035993207.503604,2931025.92,9675065688.648184,11374393194.83318,4829536461.315391,5734250952.847371,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137570721.88578597,147445085.48885828,2461403805.1836863,2937698707.432191,1536149478.659365,1750693246.391872,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10460920045.276964,5238462147.589306,2252852474.111871,5226617739.93954,142378994.64245775,2628630227.2175174,1640139117.9511,3280431.0910345674,6035993207.503604,2931025.92,9636390751.754816,11338394335.165384,4819857517.989512,5710726455.333266,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137873969.2437701,146788573.92419606,2414488161.9527073,2861274211.1235504,1533105940.6726305,1740858248.3562362,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10444395608.108099,5226939257.60232,2252852474.111871,5226617739.93954,142639354.6115592,2628273498.365008,1638604094.6677043,3280431.0910345674,6035993207.503604,2931025.92,9591499904.811773,11275442203.539145,4772593642.504948,5693267184.15968,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137839081.55271336,147758836.61927655,2396961982.897613,2847895257.8597946,1533414724.1411834,1746235123.8419933,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10484832329.85477,5249450198.6979885,2252852474.111871,5226617739.93954,142203172.93910402,2632827614.7826543,1638453646.7682774,3280431.0910345674,6035993207.503604,2931025.92,9672260117.484825,11341659009.426882,4830510275.892079,5706031115.622374,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137803511.54973894,146937828.20610833,2417954663.18358,2871987315.7406416,1524551989.6465635,1738078565.676099,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10451443101.357866,5237339819.676147,2252852474.111871,5226617739.93954,142537144.9639356,2627992505.043107,1641807753.897205,3280431.0910345674,6035993207.503604,2931025.92,9651593623.352499,11265956928.802746,4788814166.608248,5689938880.463783,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137853319.36034074,147093202.36542982,2417471971.987821,2855926416.0836124,1531041895.3331263,1750302047.1457489,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10483018035.000168,5252738144.173813,2252852474.111871,5226617739.93954,142333762.98624855,2633728406.0400476,1640575335.519426,3280431.0910345674,6035993207.503604,2931025.92,9587778672.572653,11318053929.58211,4794739215.750369,5694546893.497091,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137816252.8993769,147502921.84395924,2391509566.2444496,2863151985.7018113,1531702699.530946,1743657139.2876787,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10442182024.549395,5231951447.40651,2252852474.111871,5226617739.93954,142466478.86074632,2624928171.3461933,1641063867.2050827,3280431.0910345674,6035993207.503604,2931025.92,9593441415.276321,11324999948.686632,4778249727.778133,5706123184.288373,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137821529.67763773,147329011.0692633,2392000251.081998,2861578634.820999,1531072171.8801775,1744993945.0355825,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10435597492.814777,5224621296.724584,2252852474.111871,5226617739.93954,142207582.30979705,2621162577.5153813,1634829243.293962,3280431.0910345674,6035993207.503604,2931025.92,9574156836.094685,11320947535.801224,4782113132.589452,5698115122.586325,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137447233.1547263,147174722.62381136,2395886732.504647,2847683039.638089,1525956423.4750824,1739436139.133493,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10455123492.257418,5235888735.385891,2252852474.111871,5226617739.93954,142338598.8172718,2626235609.0293565,1642228157.3602755,3280431.0910345674,6035993207.503604,2931025.92,9590323383.925901,11295630316.078821,4780187942.786918,5696839317.48248,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137692214.1279392,147406371.65742454,2393293011.227294,2864841805.265519,1534903322.2817922,1749010364.7743683,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10423310982.343565,5222492851.094137,2252852474.111871,5226617739.93954,142215482.72418433,2617085492.294587,1639567544.3077095,3280431.0910345674,6035993207.503604,2931025.92,9536139168.848158,11312041420.106781,4775768862.971264,5702335934.092556,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137281494.922833,147144620.2099996,2380331210.1859307,2863328157.2030716,1527395636.512475,1750216637.8219655,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.1, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10461266350.28947,5240744102.42575,2252852474.111871,5226617739.93954,142381610.58226824,2628461202.1130342,1641695572.4404593,3280431.0910345674,6035993207.503604,2931025.92,9615115892.060263,11332293975.888918,4806932803.531525,5706526003.450718,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137785700.85852045,146895062.84301224,2402942349.7523727,2867273974.073752,1533558816.1074088,1746578205.3953953,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.03",0.4,0.9,24.096666882603483,1640215545.5172834,10273544052.846052,5148592960.556482,2252852474.111871,5226617739.93954,142343222.67908493,2438845101.113538,1640135130.4316266,3280431.0910345674,6035993207.503604,2931025.92,9416773507.194513,11098085320.74733,4710365680.607351,5580195074.35226,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137728130.52553117,146896967.864702,2231913781.934031,2646542612.606105,1533076116.8446367,1744906629.9012213,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.03",0.4,0.9,24.096666882603483,1640215545.5172834,10254795776.182808,5136247850.747477,2252852474.111871,5226617739.93954,142389570.29409564,2434027901.388694,1643927396.0398521,3280431.0910345674,6035993207.503604,2931025.92,9404359106.064098,11130190654.182291,4709230070.291431,5584734515.23658,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137910029.38113204,147270119.65879565,2227779671.850609,2663548690.2574325,1546310806.3120644,1749228276.3210764,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.03",0.4,0.9,24.096666882603483,1640215545.5172834,10281712145.039528,5148456680.948,2252852474.111871,5226617739.93954,142325761.5749683,2440069950.0616736,1642263053.7437367,3280431.0910345674,6035993207.503604,2931025.92,9438261435.070913,11079881529.762272,4716844072.256269,5586478337.548696,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137968682.6198546,147059384.67757148,2230597500.508178,2645769732.9340563,1539608203.633482,1753879894.1917424,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.03",0.4,0.9,24.096666882603483,1640215545.5172834,10269785250.38061,5142669982.837904,2252852474.111871,5226617739.93954,142338768.40454906,2437446523.86272,1641689641.146143,3280431.0910345674,6035993207.503604,2931025.92,9430532148.45605,11094823878.822176,4717705375.4133005,5584063431.106687,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137886648.29533368,146996194.31711417,2227618919.935738,2645171522.115417,1536325838.1292226,1744323838.5542912,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.03",0.4,0.9,24.096666882603483,1640215545.5172834,10277895665.369534,5147531660.5982065,2252852474.111871,5226617739.93954,142297259.71742842,2438394436.8243146,1643899354.2628675,3280431.0910345674,6035993207.503604,2931025.92,9418282459.352974,11101949369.788641,4710629216.500741,5588173033.570363,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137399550.1419682,147181896.35183233,2224609448.6325316,2649479058.714087,1528545927.7539928,1745557732.3783815,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.03",0.4,0.9,24.096666882603483,1640215545.5172834,10234889795.550446,5123755810.890513,2252852474.111871,5226617739.93954,142221615.33564124,2428910476.1915765,1636333595.151873,3280431.0910345674,6035993207.503604,2931025.92,9367515589.616783,11096907931.636744,4675090929.32248,5582170696.326286,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137677997.451346,147070142.31220827,2214469255.8886886,2635425448.5866356,1531990727.8203077,1738561660.537287,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.03",0.4,0.9,24.096666882603483,1640215545.5172834,10245226826.718266,5131522974.4382,2252852474.111871,5226617739.93954,142350233.4183538,2431432159.798372,1643198421.5972295,3280431.0910345674,6035993207.503604,2931025.92,9407154252.761312,11092534857.454208,4697048323.536708,5623137012.269163,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137904267.75748575,146823792.1640552,2218703670.9696856,2649836272.131132,1536414718.5402393,1746665261.7717645,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.03",0.4,0.9,24.096666882603483,1640215545.5172834,10259650577.68472,5138245908.9733925,2252852474.111871,5226617739.93954,142227631.11563542,2433545612.6146154,1642396465.299143,3280431.0910345674,6035993207.503604,2931025.92,9423806901.531393,11107428088.719091,4699042009.429647,5590855476.342202,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137685652.37600684,147206248.39262056,2217391248.813293,2656998164.5591254,1534947607.785031,1748984056.4139633,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.03",0.4,0.9,24.096666882603483,1640215545.5172834,10263423974.61644,5136748346.955423,2252852474.111871,5226617739.93954,142399982.18196267,2437320167.7661057,1639460344.1375358,3280431.0910345674,6035993207.503604,2931025.92,9424743467.99849,11100472689.447521,4691144320.855606,5606879872.432674,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137681211.84453422,147234758.67151576,2221005908.7667837,2653862780.2363644,1530964524.3421526,1745550472.7650878,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.03",0.4,0.9,24.096666882603483,1640215545.5172834,10272730638.431484,5144203611.720787,2252852474.111871,5226617739.93954,142497784.66382933,2440802627.008365,1639683995.5724018,3280431.0910345674,6035993207.503604,2931025.92,9380652793.043043,11114364506.036793,4680343030.546723,5608769322.535297,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,138149961.95972317,147525245.03583813,2225168615.4086246,2671507183.7215576,1535830938.0390625,1751171539.954342,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10185566031.033987,5099660943.845742,2252852474.111871,5226617739.93954,142336231.2511578,2369570486.232329,1640161969.513861,3280431.0910345674,6035993207.503604,2931025.92,9420245873.827188,11001980522.271507,4672134304.417529,5548999785.10969,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137724791.88214654,147549933.4948536,2165173598.029771,2573389596.7784305,1540277224.4676735,1738986085.0945072,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10222945280.811146,5117831909.83198,2252852474.111871,5226617739.93954,142164043.40865478,2376317444.4523892,1640022978.1727872,3280431.0910345674,6035993207.503604,2931025.92,9374676273.413925,11049499586.97034,4668067315.425406,5572034061.682359,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137706749.9912833,146725434.79901803,2159793028.558498,2592347960.441793,1536614663.6847072,1750204673.4266932,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10193686045.124151,5105898808.183167,2252852474.111871,5226617739.93954,142295130.09124726,2370773039.3384686,1641072459.2643492,3280431.0910345674,6035993207.503604,2931025.92,9323613777.421337,11053225025.053427,4678453354.133155,5569202474.35537,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137961761.02533337,147024314.40038264,2158859024.0038714,2588431745.0503283,1532277751.5217495,1746328772.3179958,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10178259156.15845,5096071808.145355,2252852474.111871,5226617739.93954,142289977.38918963,2366938124.6047325,1641444608.9914155,3280431.0910345674,6035993207.503604,2931025.92,9308290845.488733,11082291596.692532,4627275371.422343,5581326998.457627,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137607870.83207515,146961529.57168776,2154660836.2880144,2600882982.510429,1538853082.8273175,1745557597.0840938,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10162080207.463312,5088618987.984514,2252852474.111871,5226617739.93954,142229036.40376058,2363323077.0552483,1637549739.5688264,3280431.0910345674,6035993207.503604,2931025.92,9356577504.04963,10970038648.520765,4659483863.891781,5540261336.586607,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137717954.5838895,147153553.11470506,2168526989.546305,2572083249.23056,1526266286.3305779,1753675889.2108727,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10208623787.816887,5109218623.401828,2252852474.111871,5226617739.93954,142273368.2692296,2374790549.702361,1638001775.4736602,3280431.0910345674,6035993207.503604,2931025.92,9333449316.968842,11032811476.51093,4642630320.964752,5529662704.909585,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137842572.35783246,147157613.9733575,2157435602.249698,2587481725.205861,1531938664.686341,1749248057.0117407,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10207626365.173723,5111144705.374203,2252852474.111871,5226617739.93954,142437256.54224852,2375993048.831006,1640568616.0588815,3280431.0910345674,6035993207.503604,2931025.92,9380745356.52882,11043989641.034153,4685519005.986326,5536401484.851037,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137727733.3310033,147170377.43396717,2176487974.8893948,2590674993.394093,1532006535.0399013,1745933867.7162178,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10204305663.609278,5110920604.889781,2252852474.111871,5226617739.93954,142247615.6274269,2372428703.5861063,1641997073.7802482,3280431.0910345674,6035993207.503604,2931025.92,9296356201.01329,11051235434.7036,4680849608.600965,5544526841.951112,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137692242.39809775,146833424.0579439,2158536288.074501,2582892789.8017592,1533108900.4485743,1753245637.1068268,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10234722331.061493,5125751193.902721,2252852474.111871,5226617739.93954,142339186.7767649,2379900473.916337,1646260659.3453608,3280431.0910345674,6035993207.503604,2931025.92,9382906909.767761,11088290926.69432,4678988174.144033,5573028559.988225,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137791521.96731392,147203419.78668198,2169236855.2420382,2599938243.43553,1537950301.694171,1752735604.0281034,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.05",0.4,0.9,24.096666882603483,1640215545.5172834,10206966273.673927,5114193555.340451,2252852474.111871,5226617739.93954,142291209.36171705,2373744750.1198835,1641861799.110869,3280431.0910345674,6035993207.503604,2931025.92,9419256132.751165,11007837968.381145,4683647187.632892,5548830768.520329,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137562207.76016423,146962088.12530127,2176034858.6522536,2573144957.1599507,1534384622.532589,1758477848.1033518,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10124066487.233505,5068060074.538673,2252852474.111871,5226617739.93954,142314749.41127887,2307065557.5070343,1637639037.1932359,3280431.0910345674,6035993207.503604,2931025.92,9331929260.297152,10978228303.522821,4650060505.343544,5500348272.059641,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137974784.7554821,146840859.8302436,2117387648.3975852,2511060857.3194766,1531072385.7486866,1743920218.1544185,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10132999431.240578,5074405081.61819,2252852474.111871,5226617739.93954,142249504.50495574,2307499281.7081614,1641944139.829846,3280431.0910345674,6035993207.503604,2931025.92,9323522114.904865,10925168206.83763,4651061760.530593,5509700403.148546,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137640008.80227354,146906736.32407957,2108069857.1599882,2516888876.7909474,1533586247.0116968,1747157370.0927937,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10141637401.580086,5078938468.797993,2252852474.111871,5226617739.93954,142279054.2078868,2310071786.170336,1640710090.010828,3280431.0910345674,6035993207.503604,2931025.92,9330491266.83606,10992861497.015234,4655995001.677319,5529752565.881389,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137811882.2261247,147051446.78332675,2111689168.5823092,2517049462.57985,1531460220.0627766,1747595399.059339,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10131238450.367317,5068313704.40373,2252852474.111871,5226617739.93954,142361112.56012377,2308824798.285118,1639659106.2515318,3280431.0910345674,6035993207.503604,2931025.92,9341574431.531063,10937164387.613636,4652312213.471861,5503413277.905358,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137654123.40552118,147265295.09009945,2121254268.3558645,2510631112.801388,1532981118.4565814,1751336630.9988196,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10135384555.299786,5075823322.365141,2252852474.111871,5226617739.93954,142346881.95315704,2309854997.661215,1638976879.19679,3280431.0910345674,6035993207.503604,2931025.92,9349412240.83691,10938969408.238712,4659981759.608763,5525659505.334841,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,138024890.54196906,146914568.27870286,2113564263.4327002,2518405049.63671,1528247140.99531,1741335057.590041,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
"a 0.9 - adoption 40% - Gasoline 0.57, Electric 0.03, Autonomous 0.40 - Clustering 0.2, Routing 0.07",0.4,0.9,24.096666882603483,1640215545.5172834,10150775285.744946,5083373138.253545,2252852474.111871,5226617739.93954,142425288.75839168,2313996888.853457,1640287691.026563,3280431.0910345674,6035993207.503604,2931025.92,9298826751.180971,10969416649.376556,4649341724.531844,5525836150.436308,2252852474.111871,2252852474.111871,5226617739.93954,5226617739.93954,137627236.4082201,147239673.4374932,2107245373.59446,2515945899.238111,1535289346.0087795,1743694260.8167622,3280431.0910345674,3280431.0910345674,6035993207.503604,6035993207.503604,0.57,0.03,0.4
